,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_noteUsers,GK_nbAvis,GK_noteGK,GK_licence,GK_dateTestGK,GK_distributeur,GK_developpeur,GK_frenchName
11966,10923,Dragon Ball Kai: Ultimate Butouden,DS,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,7.3,3.0,6,Dragon Ball ,,,Game Republic,
11967,10924,Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,2007.0,Strategy,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,,,5,,,,,
11968,10925,Brain Age: Concentration Training,3DS,2012.0,Puzzle,Nintendo,0.09,0.0,0.0,0.01,0.09,6.1,19.0,6,,,,,Programme d'Entraînement Cérébral Avancé du Dr Kawashima : Quel âge a votre cerveau ?
11969,10926,Henry Hatsworth in the Puzzling Adventure,DS,2009.0,Puzzle,Electronic Arts,0.08,0.01,0.0,0.01,0.09,6.9,23.0,7,,,,EA Tiburon,
11970,10927,Shin Megami Tensei,PS,2001.0,Role-Playing,Atlus,0.0,0.0,0.09,0.01,0.09,8.7,3.0,7,Megami Tensei ,,,Atlus,
11971,10928,Trivial Pursuit unhinged,XB,2004.0,Misc,Atari,0.07,0.02,0.0,0.0,0.09,6.0,1.0,,Trivial Pursuit ,,,Artech Studios,
11972,10929,U-Sing  2,Wii,2010.0,Misc,Mindscape,0.0,0.08,0.0,0.01,0.09,,,6,U-Sing ,,,,U-Sing 2
11973,10930,Backyard Sports: Sandlot Sluggers,X360,2010.0,Sports,Atari,0.09,0.0,0.0,0.01,0.09,,,,Backyard Sports ,,,,Backyard Sports : Sandlot Sluggers
11974,10931,The Revenge of Shinobi,GBA,2002.0,Platform,Atari,0.07,0.02,0.0,0.0,0.09,7.5,44.0,,Shinobi ,,,3d6,
11975,10932,Bloody Roar 4,PS2,2003.0,Fighting,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,6.5,4.0,,Bloody Roar ,,,,Bloody Roar 4
11976,10933,Playmobil Circus,Wii,2009.0,Action,Mindscape,0.06,0.02,0.0,0.01,0.09,,,,Playmobil ,,Tradewest Games,,Playmobil Circus : Tous en piste !
11977,10934,Let's Ride! Silver Buckle Stables,PS2,2006.0,Sports,THQ,0.05,0.04,0.0,0.01,0.09,,,,Au Galop ! ,,,Coresoft,
11978,10935,Star Wars: Empire at War - Gold Pack,PC,2007.0,Strategy,LucasArts,0.01,0.06,0.0,0.01,0.09,6.8,5.0,,Star Wars ,,Activision,Petroglyph,
11979,10936,Hakuoki: Demon of the Fleeting Blossom,PSP,2009.0,Adventure,Idea Factory,0.08,0.0,0.0,0.01,0.09,,,5,,,,,
11980,10937,Cabela's Big Game Hunter,GBA,2002.0,Sports,Activision Value,0.07,0.02,0.0,0.0,0.09,,,,"""Cabela's """,,,,Cabela’s Big Game Hunter : Pro Hunts
11981,10938,Import Tuner Challenge (American sales),X360,2006.0,Racing,Ubisoft,0.07,0.01,0.0,0.01,0.09,6.0,3.0,5,Tokyo Highway ,,Ubisoft,Genki,
11982,10939,I-Ninja,GC,2003.0,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,,,,,,Sony Interactive Entertainment Europe,Argonaut Games,I-Ninja
11983,10940,Truth or Lies,PS3,2010.0,Misc,THQ,0.06,0.02,0.0,0.01,0.09,,,,,,,,Truth or Lies
11984,10941,WSC Real 11: World Snooker Championship,PS3,2011.0,Sports,Koch Media,0.0,0.07,0.0,0.02,0.09,,,,World Championship Snooker ,,Koch Media,Dark Energy,
11985,10942,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,7.0,1.0,,eFootball (Pro Evolution Soccer) ,,,Konami,
11986,10943,Crash Boom Bang!,DS,2006.0,Misc,Vivendi Games,0.07,0.01,0.0,0.01,0.09,,,,Crash Bandicoot ,,Vivendi Games,Dimps,
11987,10944,Dragon Tales: Dragon Seek,PS,2000.0,Platform,Ubisoft,0.05,0.03,0.0,0.01,0.09,,,,,,,,Dragon Tales
11988,10945,NCAA March Madness 08,PS3,2007.0,Sports,Electronic Arts,0.08,0.0,0.0,0.01,0.09,,,,,,,,NCAA March Madness 08
11989,10946,Tom Clancy's EndWar,DS,2008.0,Strategy,Ubisoft,0.08,0.01,0.0,0.01,0.09,6.0,8.0,4.666666666666667,Tom Clancy,2009-03-11,,Ubisoft Shanghai,Tom Clancy's EndWar
11990,10947,Yourself Fitness,XB,2004.0,Sports,responDESIGN,0.07,0.02,0.0,0.0,0.09,,,,,,,,
11991,10948,Tak: The Great Juju Challenge,DS,2005.0,Platform,THQ,0.09,0.0,0.0,0.01,0.09,0.0,0.0,5.0,Tak,2006-03-01,THQ,Avalanche Software,Tak : The Great Juju Challenge
11992,10948,Tak: The Great Juju Challenge,DS,2005.0,Platform,THQ,0.09,0.0,0.0,0.01,0.09,0.0,0.0,5.0,Tak,2006-03-01,THQ,Avalanche Software,Tak: The Great Juju Challenge
11993,10949,NBA 2K16,PC,2015.0,Sports,Take-Two Interactive,0.02,0.06,0.0,0.01,0.09,7.8,26.0,8.0,NBA 2K,2015-09-29,,Visual Concepts,NBA 2K16
11994,10950,Def Jam Fight For NY: The Takeover,PSP,2006.0,Action,Electronic Arts,0.08,0.0,0.0,0.01,0.09,8.0,35.0,7,Def Jam ,,,syn Sophia,
11995,10951,NHL 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.08,0.01,0.0,0.01,0.09,7.7,3.0,6.0,NHL 2K,2007-11-06,Take Two Interactive,Kush Games,NHL 2K8
11996,10952,Black & White 2,PC,2005.0,Strategy,Electronic Arts,0.01,0.07,0.0,0.01,0.09,6.6,8.0,6.0,Black &amp; White,2005-10-18,,Lionhead Studios,Black & White 2
11997,10953,GripShift,PSP,2005.0,Racing,Ubisoft,0.08,0.0,0.0,0.01,0.09,7.5,2.0,,,,,Sidhe Interactive,
11998,10954,Jenga World Tour,DS,2007.0,Misc,Atari,0.09,0.0,0.0,0.01,0.09,4.0,1.0,2.0,,2008-03-04,,Atomic Planet,Jenga World Tour
11999,10955,Riviera: The Promised Land,PSP,2006.0,Role-Playing,505 Games,0.07,0.0,0.02,0.01,0.09,6.3,8.0,6,,,,Sting,
12000,10956,The Idolmaster: Platinum Stars,PS4,2016.0,Simulation,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,8.0,1.0,,The Idolmaster ,,,,The Idolmaster : Platinum Stars
12001,10957,Get Fit with Mel B,Wii,2010.0,Sports,Black Bean Games,0.03,0.05,0.0,0.01,0.09,5.0,1.0,,Mel B ,,Tradewest Games,Lightning Fish Games,
12002,10958,Destroy All Humans! Path of the Furon,PS3,2009.0,Action,THQ,0.0,0.08,0.0,0.01,0.09,6.0,1.0,3,Destroy All Humans ,,,Sandblast Games,
12003,10959,Resident Evil Chronicles HD,PS3,2012.0,Shooter,Capcom,0.0,0.0,0.09,0.0,0.09,,,,Resident Evil ,,,Capcom,
12004,10960,Wonder World Amusement Park,DS,2009.0,Misc,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09,,,,WonderWorld Amusement Park ,,Eidos (SCi),Coyote Developments,
12005,10961,Return Fire,PS,1996.0,Strategy,Time Warner Interactive,0.05,0.03,0.0,0.01,0.09,7.5,2.0,,,,Time Warner Interactive,Silent Software,
12006,10962,Lock's Quest,DS,2008.0,Strategy,THQ,0.08,0.0,0.0,0.01,0.09,6.2,5.0,7.0,,2008-10-09,,5th Cell,Lock's Quest
12007,10963,Transformers: Devastation,X360,2015.0,Action,Activision,0.06,0.02,0.0,0.01,0.09,6.3,37.0,6.0,,2015-10-09,,PlatinumGames,Transformers : Devastation
12008,10963,Transformers: Devastation,X360,2015.0,Action,Activision,0.06,0.02,0.0,0.01,0.09,6.3,37.0,6.0,,2015-10-09,,PlatinumGames,Transformers: Devastation
12009,10964,Wild ARMs: Alter Code F,PS2,2003.0,Role-Playing,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09,6.5,6.0,,Wild Arms ,,,Media Vision,
12010,10965,Bomberman Max 2: Blue Advance,GBA,2002.0,Puzzle,Vivendi Games,0.07,0.02,0.0,0.0,0.09,,,4,Bomberman ,,Vivendi Games,Hudson Soft,
12011,10966,Dora's Big Birthday Adventure,DS,2010.0,Misc,Take-Two Interactive,0.08,0.01,0.0,0.01,0.09,,,,"""Dora l'exploratrice """,,,,Dora L'Exploratrice : Joyeux Anniversaire
12012,10967,Atari Classics Evolved,PSP,2007.0,Misc,Atari,0.08,0.0,0.0,0.01,0.09,,,,,,,Stainless Games,
12013,10968,Pillow Pets,DS,2011.0,Adventure,GameMill Entertainment,0.09,0.0,0.0,0.01,0.09,,,,,,,1st Playable Productions,
12014,10969,SingStar: Made In Germany,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.07,0.0,0.02,0.09,,,,,,,,
12015,10970,Kawasaki Quad Bikes,Wii,2007.0,Racing,Data Design Interactive,0.07,0.01,0.0,0.01,0.09,,,,,,,Data Design,
12016,10971,Shrek SuperSlam,XB,2005.0,Action,Activision,0.07,0.02,0.0,0.0,0.09,3.0,1.0,,Shrek ,,,Shaba Games,
12017,10972,Rapid Reload,PS,1995.0,Shooter,Sony Computer Entertainment,0.0,0.0,0.09,0.01,0.09,6.7,7.0,,,,,Media Vision,
12018,10973,New Legends,XB,2002.0,Action,THQ,0.07,0.02,0.0,0.0,0.09,,,,,,,Infinite Machine,
12019,10974,Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005.0,Shooter,Eidos Interactive,0.04,0.04,0.0,0.01,0.09,5.5,13.0,5,Total Overdose ,,,Deadline Games,
12020,10975,The Secret Saturdays: Beasts of the 5th Sun,PSP,2009.0,Action,D3Publisher,0.08,0.0,0.0,0.01,0.09,,,,,,,High Voltage Software,
12021,10976,Island Xtreme Stunts,PS2,2002.0,Action,Electronic Arts,0.04,0.03,0.0,0.01,0.09,0.0,0.0,7.0,LEGO,2002-12-27,Electronic Arts,Silicon Dreams,Island Xtreme Stunts
12022,10977,Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009.0,Role-Playing,Aspyr,0.09,0.0,0.0,0.01,0.09,,,,Fighting Fantasy ,,,Big Blue Bubble,
12023,10978,Agassi Tennis Generation,PS2,2003.0,Sports,DreamCatcher Interactive,0.04,0.03,0.0,0.01,0.09,6.0,1.0,2.5,,2002-06-24,Wanadoo Edition,Aqua Pacific,Agassi Tennis Generation
12024,10979,Young Justice: Legacy,PS3,2013.0,Action,Namco Bandai Games,0.06,0.02,0.0,0.01,0.09,,,,,,,,Young Justice : Legacy
12025,10980,Metal Slug X,PS,2001.0,Shooter,Virgin Interactive,0.05,0.03,0.0,0.01,0.09,7.7,38.0,,Metal Slug ,,,SNK,
12026,10981,Samurai Shodown Anthology,PSP,,Fighting,Ignition Entertainment,0.08,0.0,0.0,0.01,0.09,7.4,17.0,,,,,SNK Playmore,
12027,10982,Space Invaders Extreme,PSP,2008.0,Shooter,Square Enix,0.06,0.01,0.01,0.01,0.09,6.7,9.0,7.0,Space Invaders,2008-07-07,Ubisoft,Taito Corporation,Space Invaders Extreme
12028,10983,Driver: Renegade,3DS,2011.0,Racing,Ubisoft,0.05,0.04,0.0,0.01,0.09,6.3,4.0,3,Driver ,,,,Driver Renegade 3D
12029,10984,Running Wild,PS,1997.0,Racing,989 Studios,0.05,0.03,0.0,0.01,0.09,,,,,,,989 Studios États-Unis,
12030,10985,Romance of the Three Kingdoms X,PS2,2005.0,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.09,8.0,1.0,,Romance of the Three Kingdoms ,,,Koei,
12031,10986,Brigandine: The Legend of Forsena,PS,1998.0,Strategy,Atlus,0.05,0.03,0.0,0.01,0.09,,,,Brigandine ,,,Matrix Software,
12032,10987,Pro Evolution Soccer 2012,PC,2011.0,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.02,0.09,5.8,24.0,6.0,eFootball (Pro Evolution Soccer),2011-11-03,,Konami,Pro Evolution Soccer 2012
12033,10988,MX SuperFly featuring Ricky Carmichael,GC,2002.0,Racing,THQ,0.07,0.02,0.0,0.0,0.09,4.5,2.0,,Championship Motocross ,,,Pacific Coast Power & Light Co.,
12034,10989,Disney's The Haunted Mansion,XB,2003.0,Platform,Take-Two Interactive,0.07,0.02,0.0,0.0,0.09,7.0,1.0,4,,,,High Voltage Software,
12035,10990,Sound Novel Machi,SAT,1998.0,Adventure,ChunSoft,0.0,0.0,0.09,0.0,0.09,,,5,,,,,
12036,10991,FIFA 2001: Major League Soccer,PS2,2000.0,Sports,Electronic Arts,0.0,0.0,0.09,0.0,0.09,6.6,7.0,7,FIFA EA Sports ,,,EA Sports,
12037,10992,I Love Puppies,DS,2010.0,Simulation,Destineer,0.09,0.0,0.0,0.01,0.09,,,,,,,Bigben Interactive,
12038,10993,Jikkyou Powerful Pro Yakyuu 14 Ketteiban,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,,,,,,,Konami,
12039,10994,Pokemon Rumble World,3DS,2015.0,Action,Nintendo,0.0,0.01,0.08,0.0,0.09,5.3,6.0,,,,,Ambrella,
12040,10995,JASF: Jane's Advanced Strike Fighters,X360,2011.0,Simulation,Deep Silver,0.06,0.02,0.0,0.01,0.09,,,,"""Jane's """,,Koch Media,Trickstar Games,
12041,10996,Beaterator,PSP,2009.0,Misc,Take-Two Interactive,0.06,0.02,0.0,0.02,0.09,7.0,1.0,,,2009-10-12,,Rockstar Leeds,Beaterator
12042,10997,Skies of Arcadia,DC,2000.0,Role-Playing,Sega,0.0,0.0,0.09,0.0,0.09,8.5,162.0,8.0,,2001-01-16,,OverWorks,Skies of Arcadia
12043,10998,NASCAR: Dirt to Daytona,GC,2002.0,Racing,Infogrames,0.07,0.02,0.0,0.0,0.09,,,,,,,,
12044,10999,Demon Chaos,PS2,,Action,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,7.0,1.0,,,,,Nowpro,
12045,11000,Challenge Me: Brain Puzzles 2,DS,2010.0,Puzzle,O-Games,0.05,0.04,0.0,0.01,0.09,,,,Challenge Me ,,,,Challenge Me : Brain Puzzles 2
12046,11001,Cake Mania: Main Street,DS,2011.0,Simulation,Majesco Entertainment,0.09,0.0,0.0,0.01,0.09,,,,Cake Mania ,,,Sandlot Games,
12047,11002,Road Trip,PS2,2002.0,Racing,Play It,0.04,0.03,0.0,0.01,0.09,,,,Choro Q ,,,Takara,
12048,11003,Blood of Bahamut,DS,2009.0,Role-Playing,Square Enix,0.0,0.0,0.09,0.0,0.09,,,,,,,THINK & FEEL Inc.,
12049,11004,Damnation,PS3,2009.0,Shooter,Codemasters,0.07,0.01,0.0,0.01,0.09,2.8,4.0,,,,,Blue Omega Entertainment,
12050,11005,DaGeDar,DS,2011.0,Action,GameMill Entertainment,0.09,0.0,0.0,0.01,0.09,,,,,,,Black Lantern Studios,
12051,11006,Quiz Magic Academy DS: Futatsu no Jikuu Koku,DS,2010.0,Misc,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,,,,Quiz Magic Academy ,,,,Quiz Magic Academy DS
12052,11007,Lilie no Atelier: Salburg no Renkinjutsushi 3,PS2,2001.0,Role-Playing,Gust,0.0,0.0,0.09,0.0,0.09,,,,Atelier ,,,,Atelier Lilie
12053,11008,Supremacy MMA,PSV,2012.0,Fighting,505 Games,0.02,0.05,0.0,0.02,0.09,6.0,2.0,,,,Digital Bros.,Kung Fu Factory,
12054,11009,Top Gun: Firestorm Advance,GBA,2002.0,Shooter,Titus,0.07,0.02,0.0,0.0,0.09,,,,Top Gun ,,Avalon Interactive (Virgin Interactive),Titus Interactive,
12055,11010,Justice League Heroes,DS,2006.0,Role-Playing,Eidos Interactive,0.08,0.0,0.0,0.01,0.09,6.0,2.0,5,,,Eidos Interactive,Snowblind Studios,
12056,11011,Project Eden,PS2,2001.0,Action,Eidos Interactive,0.04,0.03,0.0,0.01,0.09,5.6,5.0,6.0,,2001-11-05,,Core Design,Project Eden
12057,11012,Disney Art Academy,3DS,2016.0,Action,Nintendo,0.01,0.01,0.07,0.0,0.09,,,,Art Academy ,,,Headstrong Games,
12058,11013,Pipe Mania,DS,2008.0,Puzzle,Empire Interactive,0.08,0.01,0.0,0.01,0.09,,,,Pipe Mania ,,,Distinctive Software,
12059,11014,NERF N-Strike: Double Blast Bundle,Wii,2010.0,Shooter,Electronic Arts,0.09,0.0,0.0,0.0,0.09,,,,Nerf ,,,EA Salt Lake (Headgate Studios),
12060,11015,Space Chimps,Wii,2008.0,Platform,Brash Entertainment,0.08,0.0,0.0,0.01,0.09,3.3,3.0,2,,,,,Les chimpanzés de l'espace
12061,11016,Sega Casino,DS,2005.0,Misc,Sega,0.08,0.0,0.0,0.01,0.09,0.0,0.0,5.0,,2006-01-06,,Tose Software,Sega Casino
12062,11017,Ben 10 Galactic Racing,PS3,2011.0,Racing,D3Publisher,0.06,0.02,0.0,0.01,0.09,,,,Ben 10 ,,,Monkey Bar Games,
12063,11018,Ghosthunter,PS2,2003.0,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.09,7.8,5.0,7.0,,2003-12-09,,Guerrilla Cambridge,Ghosthunter
12064,11019,Junior Mystery Quest,DS,2011.0,Puzzle,GSP,0.07,0.01,0.0,0.01,0.09,,,,,,,,
12065,11020,Obscure: The Aftermath,PSP,2009.0,Action,Playlogic Game Factory,0.05,0.03,0.0,0.02,0.09,6.0,16.0,4,Obscure ,,,Hydravision,
12066,11021,Family GameShow,Wii,2009.0,Misc,Zushi Games,0.08,0.0,0.0,0.01,0.09,,,,,,,,Family Gameshow
12067,11022,Great Party Games,Wii,2010.0,Misc,O-Games,0.0,0.08,0.0,0.01,0.09,2.0,1.0,,,,,,Great Party Games
12068,11023,Seven: Molmorth no Kiheitai,PS2,2000.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,,,,Seven ,,,Namco,
12069,11024,Doraemon: Nobita to Midori no Kyojinden DS,DS,2008.0,Platform,Sega,0.0,0.0,0.09,0.0,0.09,,,,Doraemon ,,,Inti Creates,
12070,11025,Jimmie Johnson's Anything With an Engine,X360,2011.0,Racing,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09,,,,,,,Isopod Labs,
12071,11026,Hello Kitty's Cube Frenzy,PS,1998.0,Puzzle,Culture Publishers,0.05,0.03,0.0,0.01,0.09,,,,,,,,
12072,11027,Are You Smarter Than a 5th Grader? Back to School,DS,2010.0,Misc,THQ,0.08,0.0,0.0,0.01,0.09,,,,Are You Smarter Than a 5th Grader ? ,,,,Are You Smarter Than a 5th Grader ? Back to School
12073,11028,Spectral Force Genesis,DS,2008.0,Role-Playing,Nobilis,0.08,0.0,0.01,0.01,0.09,,,,Spectral Force ,,,Idea Factory,
12074,11029,Jikkyou Powerful Pro Yakyuu 9 Ketteiban,PS2,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,,,,Powerful Pro Baseball ,,,Konami,
12075,11030,Agatha Christie: Evil Under the Sun,Wii,2008.0,Adventure,The Adventure Company,0.07,0.02,0.0,0.01,0.09,4.0,1.0,4,Agatha Christie ,,,AWE Games,
12076,11031,World Championship Games: A Track & Field Event,DS,2008.0,Sports,Ghostlight,0.08,0.0,0.0,0.01,0.09,6.3,4.0,,International Track & Field ,,,Konami,
12077,11032,Astro Boy: Omega Factor,GBA,2003.0,Action,THQ,0.06,0.02,0.0,0.0,0.09,7.4,18.0,7.0,Astro le Petit Robot,2004-01-15,THQ,Treasure,Astro Boy : Omega Factor
12078,11032,Astro Boy: Omega Factor,GBA,2003.0,Action,THQ,0.06,0.02,0.0,0.0,0.09,7.4,18.0,7.0,Astro le Petit Robot,2004-01-15,THQ,Treasure,Astro Boy: Omega Factor
12079,11033,Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,Wii,2010.0,Misc,Hudson Soft,0.0,0.0,0.09,0.0,0.09,,,,,,,,
12080,11034,Fullmetal Alchemist: Dual Sympathy,DS,2005.0,Role-Playing,Empire Interactive,0.05,0.0,0.04,0.0,0.09,6.0,4.0,,Fullmetal Alchemist ,,,,Fullmetal Alchemist : Dual Sympathy
12081,11035,Cardfight!! Vanguard: Ride to Victory,3DS,2013.0,Misc,FuRyu,0.0,0.0,0.09,0.0,0.09,,,,Cardfight Vanguard ,,,,Cardfight Vanguard : Ride to Victory
12082,11036,Last Rebellion,PS3,2010.0,Role-Playing,Nippon Ichi Software,0.06,0.01,0.01,0.01,0.09,3.3,6.0,3,,,Koch Media,Hit Maker,
12083,11037,How to Train Your Dragon 2,WiiU,2014.0,Adventure,Little Orbit,0.04,0.05,0.0,0.01,0.09,,,,How to Train Your Dragon ,,,,Dragons 2
12084,11038,Quantum Theory,X360,2010.0,Shooter,Tecmo Koei,0.06,0.02,0.0,0.01,0.09,5.0,2.0,3.0,,2010-09-24,KOCH Media France,,Quantum Theory
12085,11039,Jikkyou Powerful Pro Yakyuu Portable 2,PSP,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,,,,,,,Konami,
12086,11040,Reading Training,DS,2007.0,Misc,Benesse,0.01,0.0,0.08,0.0,0.09,,,,Devenez un Génie ,,,,Speed Reading Training
12087,11041,Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP,2006.0,Misc,Sega,0.0,0.0,0.09,0.0,0.09,5.3,4.0,7,Dr. Kawashima ,,,Nintendo,
12088,11042,Bass Pro Shops: The Hunt,X360,2010.0,Sports,Griffin International,0.08,0.0,0.0,0.01,0.09,,,5,,,,,
12089,11043,Rugby 2005,PS2,2005.0,Sports,Electronic Arts,0.04,0.03,0.0,0.01,0.09,0.0,0.0,6.0,Rugby EA Sports,2005-03-23,,HB Studios,Rugby 2005
12090,11044,Carnival Games: Wild West 3D,3DS,2011.0,Misc,Take-Two Interactive,0.06,0.02,0.0,0.01,0.09,,,,Carnival Games ,,,,Carnival Far West 3D
12091,11045,Ochaken no Heya DS 2,DS,2007.0,Simulation,MTO,0.0,0.0,0.09,0.0,0.09,,,,Ocha-Ken ,,,,Ocha-Ken DS 2
12092,11046,Ratchet & Clank Future: Quest for Booty,PS3,2008.0,Platform,Sony Computer Entertainment,0.01,0.06,0.0,0.02,0.09,6.6,57.0,6,Ratchet & Clank ,,,Insomniac Games,
12093,11047,V-Rally Edition 99,N64,1998.0,Racing,Infogrames,0.07,0.02,0.0,0.0,0.09,6.6,54.0,,,,,Velez & Dubail Dev. Team,
12094,11048,Saikyou Habu Shogi,N64,1996.0,Misc,Seta Corporation,0.0,0.0,0.06,0.03,0.09,,,,,,,,Habu Yoshiharu Shôgi de kitaeru Ketsudanryoku DS
12095,11049,Castlevania Dracula X,SNES,1995.0,Platform,Konami Digital Entertainment,0.03,0.01,0.05,0.0,0.09,8.1,68.0,7,Castlevania ,,,Konami,
12096,11050,Golden Nugget 64,N64,1998.0,Misc,Electronic Arts,0.07,0.02,0.0,0.0,0.09,,,,,,THQ,,Golden Nugget Casino DS
12097,11051,Robotron 64,N64,1998.0,Shooter,GT Interactive,0.07,0.02,0.0,0.0,0.09,,,,Robotron ,,GT Interactive Software,Player 1,
12098,11052,Batman Beyond: Return of the Joker,N64,2000.0,Action,Ubisoft,0.07,0.02,0.0,0.0,0.09,4.3,3.0,2,,,,Kemco,
12099,11053,Inazuma Eleven 3,3DS,2013.0,Role-Playing,Nintendo,0.0,0.08,0.0,0.01,0.09,6.0,1.0,6,Inazuma Eleven ,,,Level-5,
12100,11054,Ski-Doo Snowmobile Challenge,Wii,2009.0,Racing,Valcon Games,0.08,0.0,0.0,0.01,0.09,6.0,1.0,,,,,,Ski-Doo Snowmobile Challenge
12101,11055,Naruto RPG 3: Rejiuu vs Konoha Shoutai,DS,2006.0,Role-Playing,Takara Tomy,0.0,0.0,0.09,0.0,0.09,,,,,,,,
12102,11056,Tunnel B1,PS,1996.0,Action,Ocean,0.05,0.03,0.0,0.01,0.09,6.0,4.0,,,,,Neon Studios,
12103,11057,2-in-1 Game Pack: Spider-Man & Spider-Man 2,GBA,2005.0,Platform,Activision,0.06,0.02,0.0,0.0,0.09,6.1,20.0,5,,,,Treyarch,
12104,11058,Winter Stars,PS3,2011.0,Sports,Deep Silver,0.01,0.06,0.0,0.02,0.09,6.0,1.0,,Stars (49Games) ,,Koch Media,49Games,
12105,11059,Go Play: City Sports,Wii,2009.0,Sports,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09,,,,Go Play ,,,Digital Embryo,
12106,11060,Porsche Challenge,PS,1997.0,Racing,Sony Computer Entertainment,0.05,0.03,0.0,0.01,0.09,7.1,7.0,,,,,Team Soho,
12107,11061,Dragon Ball Z: Shin Butouden,SAT,1995.0,Fighting,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,8.3,3.0,,Dragon Ball ,,,Bandai,
12108,11062,Beowulf: The Game,PSP,2007.0,Action,Ubisoft,0.08,0.0,0.0,0.01,0.09,3.0,6.0,4,,,,,La Légende de Beowulf
12109,11063,Super Robot Taisen MX Portable,PSP,2005.0,Strategy,Banpresto,0.0,0.0,0.09,0.0,0.09,7.5,4.0,6,Super Robot Taisen ,,,,Super Robot Taisen MX
12110,11064,Mimana Iyar Chronicle,PSP,2009.0,Role-Playing,GungHo,0.07,0.0,0.01,0.01,0.09,5.0,3.0,,,,,,Mimana : Iyar Chronicle
12111,11065,Detana TwinBee Yahho! Deluxe Pack,PS,1995.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.08,0.01,0.09,,,,Twinbee ,,Konami,Konami,
12112,11066,Shin Ken to Mah? to Gakuenmono. Toki no Gakuen,PSP,2012.0,Role-Playing,Acquire,0.0,0.0,0.09,0.0,0.09,,,,,,,,
12113,11067,Super Robot Wars OG: The Moon Dwellers,PS4,2016.0,Misc,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,8.2,6.0,,Super Robot Taisen ,,,,Super Robot Taisen OG : The Moon Dwellers
12114,11068,Uta no Prince-Sama: Music 2,PSP,2013.0,Adventure,Broccoli,0.0,0.0,0.09,0.0,0.09,,,,Uta no Prince sama ,,,,Uta no Prince sama : Music 2
12115,11069,Jambo! Safari Animal Rescue,Wii,2009.0,Simulation,Sega,0.07,0.01,0.0,0.01,0.09,8.0,1.0,,,,,,Jambo ! Safari
12116,11070,Supreme Commander,X360,2008.0,Strategy,505 Games,0.07,0.01,0.0,0.01,0.09,7.4,28.0,8.0,Supreme Commander,2007-02-16,Digital Bros.,Gas Powered Games,Supreme Commander
12117,11071,"Saiyuuki: Kinkaku, Ginkaku no Inbou",DS,2007.0,Role-Playing,D3Publisher,0.0,0.0,0.09,0.0,0.09,,,,,,,,
12118,11072,Bleach: Heat the Soul 6,PSP,2009.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.09,0.0,0.09,,,,,,,,
12119,11073,Roary the Racing Car,DS,2009.0,Misc,Avanquest,0.0,0.08,0.0,0.01,0.09,,,,,,,Uacari,
12120,11074,Ski and Shoot,Wii,2008.0,Sports,RTL,0.04,0.04,0.0,0.01,0.09,,,4,RTL Biathlon ,,,49Games,
12121,11075,Mugen Keitai Disgaea,PS2,2007.0,Role-Playing,Tecmo Koei,0.0,0.0,0.09,0.0,0.09,,,,,,,,
12122,11076,Scrabble,PSP,2009.0,Misc,Electronic Arts,0.08,0.0,0.0,0.01,0.09,,,,Scrabble ,,,,Scrabble
12123,11077,Samurai Warriors 4: Empires,PS4,2015.0,Action,Tecmo Koei,0.02,0.01,0.05,0.01,0.09,7.0,1.0,,Samurai Warriors ,,,Omega Force,
