,Name,Platform,Year,Genre,Publisher,DateSortie,Studio,Score,Rate,Review,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_licence,GK_distributeur,Mois
13725,Broken Sword: The Shadow of the Templars,GBA,2002.0,Adventure,BAM! Entertainment,2002-03-01,Revolution Software,7.5,7.95,55.0,0.04,0.02,0.0,0.0,0.06,Les Chevaliers de Baphomet,,3.0
13726,Back to the Future: The Game,Wii,2011.0,Adventure,Telltale Games,2011-10-01,Iron Galaxy Studios,6.6,5.2,26.0,0.05,0.0,0.0,0.0,0.06,Retour vers le Futur,Koch Media,10.0
13727,Summon Night 6: Lost Borders,PSV,2016.0,Action,Namco Bandai Games,2017-05-01,Media.Vision,6.5,7.6,0.0,0.0,0.0,0.06,0.0,0.06,Summon Night,,5.0
13728,Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995.0,Adventure,Yumedia,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13729,Kelly Slater's Pro Surfer,GC,2002.0,Sports,Activision,2002-09-01,Treyarch,8.0,8.2,,0.05,0.01,0.0,0.0,0.06,,,9.0
13730,Jacqueline Wilson's Tracy Beaker: The Game,DS,2009.0,Misc,P2 Games,0000-01-00,,,,,0.0,0.05,0.0,0.0,0.06,,,1.0
13731,Sacred 3,X360,2014.0,Role-Playing,Deep Silver,2014-08-01,Deep Silver,5.03,4.3,12.0,0.03,0.03,0.0,0.01,0.06,Sacred,,8.0
13732,I Am In The Movie,PSP,2012.0,Simulation,Namco Bandai Games,0000-01-00,,5.0,5.5,2.0,0.0,0.0,0.06,0.0,0.06,Bee Movie,,1.0
13733,Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015.0,Action,FuRyu,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,Doraemon,,1.0
13734,Trapt,PS2,2005.0,Action,Tecmo Koei,2005-11-01,Paon Corporation,5.0,6.55,5.0,0.03,0.02,0.0,0.01,0.06,Deception,,11.0
13735,Jewel Legends: Tree of Life,DS,2011.0,Puzzle,Rising Star Games,2012-06-01,Rising Star Games,,,,0.0,0.05,0.0,0.01,0.06,,,6.0
13736,Splat Renegade Paintball,XB,2005.0,Sports,Take-Two Interactive,2005-10-01,Cat Daddy Games,4.4,,,0.04,0.01,0.0,0.0,0.06,,2K Games,10.0
13737,Zendoku,DS,2007.0,Puzzle,Eidos Interactive,2007-04-01,Zoonami Ltd.,5.93,5.85,3.5,0.05,0.0,0.0,0.0,0.06,,,4.0
13738,Metal Max 4: Gekkou no Diva,3DS,2013.0,Role-Playing,Kadokawa Shoten,0000-01-00,Cattle Call,,,,0.0,0.0,0.06,0.0,0.06,Metal Max,,1.0
13739,Jumper: Griffin's Story,X360,2008.0,Action,Eidos Interactive,2008-02-01,Red Tribe,3.45,2.43,6.0,0.05,0.0,0.0,0.0,0.06,,Eidos Interactive,2.0
13740,Worms 3D,XB,2003.0,Strategy,Sega,2005-03-01,Team17,6.95,7.45,32.0,0.04,0.01,0.0,0.0,0.06,Worms,,3.0
13741,pro evolution soccer 2011,PC,2010.0,Sports,Konami Digital Entertainment,2010-09-01,Konami,7.5,6.65,136.5,0.0,0.05,0.0,0.01,0.06,eFootball (Pro Evolution Soccer),,9.0
13742,Crazy Chicken: Pharaoh's Treasure,DS,2007.0,Puzzle,Phenomedia,0000-01-00,,,,,0.05,0.0,0.0,0.0,0.06,Crazy Chicken,,1.0
13743,Arcana Heart 3,PSV,2014.0,Fighting,Arc System Works,2011-07-01,Examu,7.0,7.15,3.0,0.03,0.0,0.02,0.01,0.06,Arcana Heart,Koch Media,7.0
13744,Magi: Aratanaru Sekai,3DS,2014.0,Role-Playing,Namco Bandai Games,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,Magi,,1.0
13745,PoPoLoCrois,PSP,2005.0,Role-Playing,Ignition Entertainment,2005-11-01,G-Artists,6.6,7.5,,0.05,0.0,0.0,0.0,0.06,Popolocrois,,11.0
13746,Mahouka Koukou no Rettousei: Out of Order,PSV,2014.0,Adventure,Namco Bandai Games,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13747,Dragon Rage,PS2,2001.0,Shooter,3DO,2001-11-01,3DO,4.5,6.3,0.0,0.03,0.02,0.0,0.01,0.06,,,11.0
13748,Lord of Magna: Maiden Heaven,3DS,2014.0,Role-Playing,Marvelous Entertainment,2015-06-01,Marvelous Inc.,6.8,6.5,2.0,0.0,0.0,0.06,0.0,0.06,,,6.0
13749,Dig Dug: Digging Strike,DS,2005.0,Puzzle,Atari,2005-10-01,Bullets,6.5,6.55,1.0,0.05,0.0,0.0,0.0,0.06,Dig Dug,Atari,10.0
13750,Dance Sensation!,Wii,2010.0,Misc,Majesco Entertainment,2010-05-01,"Alpine Studios, Inc.",,,,0.06,0.0,0.0,0.0,0.06,,505 Games,5.0
13751,Brave: A Warrior's Tale,Wii,2009.0,Action,SouthPeak Games,2005-09-01,Collision Studios,5.27,4.65,1.5,0.05,0.0,0.0,0.0,0.06,Brave,,9.0
13753,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016.0,Action,Namco Bandai Games,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,Assassination Classroom,,1.0
13754,Raw Danger! (JP sales),PS2,2006.0,Action,505 Games,0000-01-00,Irem Software,4.0,6.0,6.0,0.0,0.0,0.06,0.0,0.06,S.O.S : The Final Escape,505 Games,1.0
13755,Archer Maclean Presents: Pool Paradise,PS2,2004.0,Sports,Ignition Entertainment,0000-01-00,Ignition Banbury,6.0,,,0.03,0.02,0.0,0.01,0.06,,Nobilis,1.0
13756,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006.0,Misc,Nintendo,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13757,Winx Club: Mission Enchantix,DS,2008.0,Adventure,Konami Digital Entertainment,2008-11-01,Powerhead Games,,,,0.03,0.02,0.0,0.0,0.06,Winx Club,,11.0
13758,Petz Bunnyz Bunch,DS,2011.0,Simulation,Ubisoft,2011-03-01,Ubisoft,,,,0.05,0.0,0.0,0.0,0.06,Petz,,3.0
13759,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007.0,Shooter,THQ,2007-03-01,GSC Game World,8.1,8.2,85.0,0.01,0.04,0.0,0.01,0.06,S.T.A.L.K.E.R.,,3.0
13761,Backyard Skateboarding 2006,GBA,2004.0,Sports,Atari,0000-01-00,,,,,0.04,0.02,0.0,0.0,0.06,Backyard Sports,,1.0
13762,Tron 2.0: Killer App,XB,2004.0,Action,Disney Interactive Studios,2004-11-01,Climax Group,5.95,5.2,8.0,0.04,0.01,0.0,0.0,0.06,Tron,,11.0
13764,Steins;Gate: Hiyoku Renri no Darling,PSP,2012.0,Action,5pb,0000-01-00,Nitroplus,,7.0,1.0,0.0,0.0,0.06,0.0,0.06,Steins ; Gate,,1.0
13765,Captain America: Super Soldier,Wii,,Action,Sega,2011-07-01,High Voltage Software,5.85,6.55,8.0,0.05,0.0,0.0,0.0,0.06,,,7.0
13766,Gegege no Kitarou: Youkai Daigekisen,DS,2008.0,Action,Namco Bandai Games,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,GeGeGe no Kitar��,,1.0
13767,Emblem of Gundam,DS,2008.0,Strategy,Namco Bandai Games,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,Mobile Suit Gundam,,1.0
13768,The Fast and the Furious,PS2,2006.0,Racing,Namco Bandai Games,2006-09-01,Eutechnyx,4.95,6.6,,0.03,0.02,0.0,0.01,0.06,The Fast and The Furious,Electronic Arts,9.0
13769,Gem Smashers,Wii,2011.0,Platform,Crave Entertainment,2011-11-01,Frame Studios Interactive,,,,0.05,0.0,0.0,0.0,0.06,,,11.0
13770,Super Robot Wars OG: The Moon Dwellers,PS3,2016.0,Misc,Namco Bandai Games,0000-01-00,,,8.2,6.0,0.0,0.0,0.06,0.0,0.06,Super Robot Taisen,,1.0
13771,G-Police: Weapons of Justice,PS,1999.0,Action,Psygnosis,0000-01-00,Psygnosis,,6.5,2.0,0.03,0.02,0.0,0.0,0.06,G-Police,,1.0
13772,Killing Zone,PS,1996.0,Fighting,Acclaim Entertainment,0000-01-00,Naxat,,,,0.03,0.02,0.0,0.0,0.06,,,1.0
13773,All Kamen Rider: Rider Generation 2,PSP,2012.0,Action,Namco Bandai Games,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,Kamen Rider,,1.0
13774,Policenauts,3DO,1995.0,Adventure,Konami Digital Entertainment,0000-01-00,Konami,,7.3,4.0,0.0,0.0,0.06,0.0,0.06,,,1.0
13775,Adventures of Lolo,NES,1989.0,Puzzle,HAL Laboratory,0000-01-00,HAL Laboratory,,7.1,8.0,0.06,0.0,0.0,0.0,0.06,Adventures of Lolo,,1.0
13776,Quiz! Hexagon II,DS,2010.0,Misc,Namco Bandai Games,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13777,Game of Thrones (Telltale),PS3,2015.0,Adventure,Telltale Games,0000-01-00,Telltale Games,4.0,6.3,50.0,0.02,0.03,0.0,0.01,0.06,A Game of Thrones,,1.0
13778,Call of Duty: The War Collection,X360,2010.0,Shooter,Activision,2010-06-01,Treyarch,5.0,,,0.05,0.0,0.0,0.0,0.06,,,6.0
13779,Warriors Orochi 2,X360,2008.0,Action,Tecmo Koei,2008-09-01,Omega Force,5.13,7.67,9.5,0.04,0.0,0.01,0.0,0.06,Dynasty Warriors,Digital Bros.,9.0
13780,The History Channel: Battle for the Pacific,X360,2007.0,Shooter,Activision,2007-12-01,Cauldron Ltd.,2.75,4.05,5.0,0.05,0.0,0.0,0.0,0.06,The History Channel,,12.0
13781,Racing Gears Advance,GBA,2004.0,Racing,Zoo Digital Publishing,2005-02-01,"Orbital Media, Inc.",8.3,7.85,2.0,0.04,0.02,0.0,0.0,0.06,,,2.0
13782,Jewel Master: Cradle of Persia,DS,2012.0,Puzzle,Rising Star Games,2012-03-01,Rising Star Games,4.5,4.9,4.0,0.0,0.05,0.0,0.01,0.06,Jewel Master,,3.0
13783,Project Setsuna,PS4,2016.0,Role-Playing,Square Enix,0000-01-00,Tokyo RPG Factory,5.0,6.2,14.0,0.0,0.0,0.06,0.0,0.06,,,1.0
13784,Syphon Filter: Logan's Shadow,PS2,2010.0,Shooter,Sony Computer Entertainment,2007-11-01,Sony Bend,6.75,7.7,4.0,0.03,0.02,0.0,0.01,0.06,Syphon Filter,,11.0
13786,NTRA Breeders' Cup World Thoroughbred Championships,XB,2005.0,Simulation,Bethesda Softworks,0000-01-00,,,,,0.04,0.01,0.0,0.0,0.06,,,1.0
13787,Tiger Woods PGA Tour 08,DS,2007.0,Sports,Electronic Arts,2007-10-01,Exient Entertainment,7.2,6.87,1.5,0.05,0.0,0.0,0.0,0.06,Tiger Woods,Electronic Arts,10.0
13788,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008.0,Misc,Paon,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13789,Tanjou S Debut,SAT,1996.0,Simulation,NEC Interchannel,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13790,Nendoroid Generation,PSP,2012.0,Role-Playing,Namco Bandai Games,0000-01-00,,,6.5,2.0,0.0,0.0,0.06,0.0,0.06,,,1.0
13791,Brave: A Warrior's Tale,X360,2009.0,Action,SouthPeak Games,2005-09-01,Collision Studios,5.07,4.95,3.0,0.05,0.01,0.0,0.0,0.06,Brave,,9.0
13793,Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993.0,Platform,Konami Digital Entertainment,0000-01-00,Konami,,7.0,1.0,0.0,0.0,0.06,0.0,0.06,Twinbee,,1.0
13794,Honeycomb Beat,DS,2006.0,Puzzle,Konami Digital Entertainment,2007-04-01,Hudson,6.1,6.0,1.0,0.05,0.0,0.0,0.0,0.06,Hudson Puzzle Series,,4.0
13795,Broken Helix,PS,1997.0,Action,Konami Digital Entertainment,0000-01-00,Konami Computer Entertainment Chicago,,,,0.03,0.02,0.0,0.0,0.06,,,1.0
13796,The Saboteur,PC,2009.0,Action,Electronic Arts,2009-12-01,Pandemic Studios,7.03,7.55,101.0,0.0,0.05,0.0,0.01,0.06,,,12.0
13797,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,2010.0,Role-Playing,Marvelous Interactive,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13798,Myst III: Exile,XB,2002.0,Adventure,Ubisoft,2002-09-01,Presto Studios,6.75,7.6,20.0,0.04,0.01,0.0,0.0,0.06,Myst,,9.0
13800,Warriors: Legends of Troy,X360,2011.0,Action,Tecmo Koei,2011-03-01,Tecmo Koei Canada,5.3,6.7,15.0,0.0,0.04,0.01,0.01,0.06,,,3.0
13802,Hajime no Ippo Portable: Victorious Spirits,PSP,2007.0,Fighting,Grand Prix Games,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13803,Nanostray,DS,2005.0,Shooter,Majesco Entertainment,2005-07-01,Shin'en,6.05,6.8,21.0,0.05,0.0,0.0,0.0,0.06,Nanostray,,7.0
13804,CMT Presents: Karaoke Revolution Country,PS2,2006.0,Misc,Konami Digital Entertainment,2006-03-01,Harmonix Music Systems,7.1,,,0.03,0.02,0.0,0.01,0.06,Karaoke Stage,,3.0
13805,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007.0,Fighting,Takara Tomy,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,Hitman Reborn !,,1.0
13806,Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,2008.0,Role-Playing,Square Enix,0000-01-00,h.a.n.d.,7.0,7.3,18.0,0.0,0.0,0.06,0.0,0.06,,KOCH Media France,1.0
13807,Vitamin X to Z,PSP,2011.0,Adventure,D3Publisher,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,Vitamin X,,1.0
13808,Fatal Frame,XB,2002.0,Action,Tecmo Koei,2002-11-01,Tecmo,6.35,8.6,,0.04,0.01,0.0,0.0,0.06,,,11.0
13809,Flip's Twisted World,Wii,,Platform,Unknown,2010-10-01,Majesco Games,4.7,,,0.05,0.0,0.0,0.0,0.06,,,10.0
13810,Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006.0,Shooter,Ubisoft,2006-03-01,Ubisoft Shanghai,5.2,5.65,41.0,0.03,0.02,0.0,0.01,0.06,,Ubisoft,3.0
13811,Urban Chaos: Riot Response,PS2,2006.0,Shooter,Eidos Interactive,2006-06-01,Rocksteady Studios,6.15,7.4,5.0,0.03,0.02,0.0,0.01,0.06,Urban Chaos,,6.0
13812,Generation of Chaos,PSP,2005.0,Role-Playing,Midas Interactive Entertainment,2006-02-01,Idea Factory,6.0,7.1,,0.05,0.0,0.0,0.0,0.06,Spectral Force,,2.0
13813,Teenage Mutant Ninja Turtles II: Back from the Sewers,GB,1991.0,Action,Konami Digital Entertainment,0000-01-00,Konami,,7.3,4.0,0.0,0.0,0.06,0.0,0.06,Les Tortues Ninja,,1.0
13814,Gormiti: The Lords of Nature!,DS,2010.0,Adventure,Konami Digital Entertainment,2010-09-01,Climax Group,4.0,,,0.05,0.0,0.0,0.0,0.06,,,9.0
13815,The Sims 2: University,PC,2005.0,Simulation,Electronic Arts,2005-02-01,Maxis,7.05,7.15,2.0,0.01,0.04,0.0,0.01,0.06,,Electronic Arts,2.0
13816,Pucca Power Up,DS,2011.0,Platform,Rising Star Games,2011-09-01,Rising Star Games,,,,0.04,0.02,0.0,0.0,0.06,Pucca,,9.0
13817,Resident Evil 2,GC,2003.0,Action,Capcom,2003-01-01,Capcom,5.9,8.7,,0.04,0.01,0.0,0.0,0.06,Resident Evil,,1.0
13819,MLB Power Pros 2008,DS,2008.0,Sports,Take-Two Interactive,2008-08-01,Konami,7.0,,,0.05,0.0,0.0,0.0,0.06,,,8.0
13820,Real Soccer 2009,DS,2008.0,Sports,Ubisoft,2008-11-01,Ubisoft,6.0,,,0.05,0.0,0.0,0.0,0.06,,Ubisoft,11.0
13821,World Championship Athletics,Wii,2009.0,Sports,DTP Entertainment,2009-08-01,Crave,3.0,,,0.04,0.01,0.0,0.0,0.06,Summer Athletics,,8.0
13822,The Amazing Spider-Man 2 (2014),WiiU,2014.0,Action,Activision,0000-01-00,,,4.9,11.0,0.03,0.02,0.0,0.0,0.06,Spider-Man,,1.0
13823,Yomawari,PSV,2015.0,Adventure,Nippon Ichi Software,0000-01-00,Nippon Ichi Software,4.0,6.4,5.0,0.0,0.0,0.06,0.0,0.06,Yomawari,,1.0
13824,Real Bout Garou Densetsu Special: Dominated Mind,PS,1998.0,Fighting,SNK,0000-01-00,SNK,,7.0,1.0,0.0,0.0,0.05,0.0,0.06,Fatal Fury,,1.0
13825,Jumble Madness,DS,2009.0,Puzzle,Destineer,2009-01-01,Anino Entertainment,,,,0.06,0.0,0.0,0.0,0.06,,,1.0
13826,Vampire Rain: Altered Species,PS3,2008.0,Action,Ignition Entertainment,2008-09-01,Artoon,3.0,4.35,2.0,0.05,0.0,0.0,0.0,0.06,,,9.0
13828,Sumikko Gurashi: Mura o Tsukurundesu,3DS,2016.0,Misc,Nippon Columbia,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,Sumikkogurashi,,1.0
13829,Harry Potter and the Sorcerer's Stone,PC,2001.0,Action,Electronic Arts,2001-11-01,KnowWonder,5.75,7.05,40.0,0.01,0.04,0.0,0.01,0.06,Harry Potter,,11.0
13830,Minna no Sukkiri,PSP,2009.0,Sports,Sony Computer Entertainment,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13831,Scurge: Hive,DS,2006.0,Action,SouthPeak Games,2006-10-01,"Orbital Media, Inc.",7.0,7.02,5.0,0.05,0.0,0.0,0.0,0.06,,,10.0
13832,Catwoman,XB,2004.0,Action,Electronic Arts,2004-07-01,EA Games,3.45,4.0,4.0,0.04,0.01,0.0,0.0,0.06,DC Comics,,7.0
13833,Murdered: Soul Suspect,PC,2014.0,Action,Square Enix,2014-06-01,Airtight Games,5.8,6.83,69.0,0.0,0.05,0.0,0.01,0.06,,,6.0
13835,Romance of the Three Kingdoms 13,PS4,2015.0,Action,Tecmo Koei,0000-01-00,Koei,,8.0,1.0,0.01,0.0,0.05,0.0,0.06,Romance of the Three Kingdoms,,1.0
13836,Noddy in Toyland,DS,2011.0,Misc,GSP,0000-01-00,,,,,0.0,0.05,0.0,0.01,0.06,,,1.0
13837,Aquarium by DS,DS,2008.0,Simulation,Mercury Games,2008-03-01,Ertain,,,,0.05,0.0,0.0,0.0,0.06,,,3.0
13838,Utawarerumono: Itsuwari no Kamen,PS4,2015.0,Adventure,Aqua Plus,0000-01-00,Aquaplus,,7.3,4.0,0.0,0.0,0.06,0.0,0.06,Utawarerumono,,1.0
13839,Ride to Hell,X360,2013.0,Racing,Deep Silver,0000-01-00,Eutechnyx,,1.5,2.0,0.04,0.01,0.0,0.0,0.06,Ride to Hell,,1.0
13840,Burning Rangers,SAT,1998.0,Platform,Sega,0000-01-00,Sonic Team,,8.3,12.0,0.0,0.0,0.06,0.0,0.06,,,1.0
13841,Mana Khemia: Alchemists of Al-Revis,PS2,2007.0,Role-Playing,Nippon Ichi Software,2008-04-01,Gust,6.9,7.55,18.0,0.03,0.02,0.0,0.01,0.06,,Digital Bros.,4.0
13842,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,2010.0,Action,Takara Tomy,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13843,Interplay Sports Baseball 2000,PS,1999.0,Sports,Interplay,0000-01-00,,,,,0.03,0.02,0.0,0.0,0.06,,,1.0
13844,Zone of the Enders: The Fist of Mars,GBA,2001.0,Role-Playing,Konami Digital Entertainment,2002-03-01,WinkySoft,5.55,7.3,5.0,0.04,0.02,0.0,0.0,0.06,Zone of the Enders,,3.0
13845,Animorphs: Shattered Reality,PS,2000.0,Action,Infogrames,2000-09-01,SingleTrac,2.7,,,0.03,0.02,0.0,0.0,0.06,,,9.0
13846,Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992.0,Fighting,Konami Digital Entertainment,0000-01-00,Konami,,7.4,19.0,0.0,0.0,0.06,0.0,0.06,Les Tortues Ninja,,1.0
13847,Eikan wa Kimini 2002: Koshien no Kodou,PS2,2002.0,Sports,DigiCube,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13848,PopStar Guitar,Wii,2008.0,Misc,Midway Games,2008-10-01,Broadsword Interactive,2.5,4.52,1.5,0.03,0.03,0.0,0.01,0.06,,,10.0
13849,Mirror's Edge,PC,2009.0,Platform,Electronic Arts,2008-11-01,EA DICE,7.53,7.9,446.5,0.0,0.05,0.0,0.01,0.06,Mirror's Edge,,11.0
13850,Blade Dancer: Lineage of Light,PSP,2006.0,Role-Playing,Atari,2006-07-01,Hit Maker,6.0,5.0,4.0,0.05,0.0,0.0,0.0,0.06,,,7.0
13851,Terminator 3: Rise of the Machines,GBA,2003.0,Action,Atari,2003-11-01,Taniko,3.0,,,0.04,0.02,0.0,0.0,0.06,Terminator,,11.0
13852,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP,2006.0,Misc,Sega,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13853,Mayhem 3D,PS3,2011.0,Racing,Evolved Games,2011-03-01,Left Field Productions,5.3,5.3,3.0,0.05,0.0,0.0,0.01,0.06,,Zoo Games,3.0
13854,G1 Jockey 2,PS2,2000.0,Sports,Tecmo Koei,0000-01-00,Koei,5.0,,,0.0,0.0,0.06,0.0,0.06,G1 Jockey,THQ,1.0
13855,Mobile Ops: The One Year War,X360,,Simulation,Namco Bandai Games,0000-01-00,Dimps,,4.0,1.0,0.0,0.0,0.06,0.0,0.06,Mobile Suit Gundam,,1.0
13856,Constantine,XB,2005.0,Action,SCi,2005-02-01,Bits Studios,5.0,6.65,1.0,0.04,0.01,0.0,0.0,0.06,,,2.0
13857,Chaos Rings III,PSV,2014.0,Role-Playing,Square Enix,0000-01-00,Media Vision,,,,0.0,0.0,0.06,0.0,0.06,Chaos Rings,,1.0
13858,Tom Clancy's Splinter Cell: Double Agent,GC,2006.0,Action,Ubisoft,2006-10-01,Ubisoft Montreal,6.2,6.85,127.0,0.04,0.01,0.0,0.0,0.06,,,10.0
13859,Senritsu no Stratus,PSP,2011.0,Role-Playing,Konami Digital Entertainment,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13860,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,2009.0,Fighting,Takara Tomy,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13861,Rhapsody: A Musical Adventure,DS,2008.0,Role-Playing,Nippon Ichi Software,2009-03-01,Nippon Ichi Software,6.35,7.25,7.0,0.05,0.0,0.0,0.0,0.06,Rhapsody,,3.0
13862,Titan Quest,PC,2006.0,Role-Playing,THQ,2006-06-01,Iron Lore Entertainment,7.73,8.0,196.0,0.01,0.04,0.0,0.01,0.06,Titan Quest,,6.0
13863,Wantame Fortune Channel,DS,2007.0,Misc,Capcom,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,Wantame,,1.0
13864,Evangelion: Jo,PSP,2009.0,Action,Namco Bandai Games,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,Evangelion,,1.0
13865,Bleach: Blade Battlers 2nd,PS2,2007.0,Fighting,Sony Computer Entertainment,0000-01-00,,,6.3,3.0,0.0,0.0,0.06,0.0,0.06,Bleach,,1.0
13866,Samurai Jack: The Shadow of Aku,PS2,2004.0,Action,Sega,2004-06-01,Adrenium,4.63,7.65,2.0,0.03,0.02,0.0,0.01,0.06,Samurai Jack,,6.0
13868,Kamen Rider Kabuto,PS2,2006.0,Action,Namco Bandai Games,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,Kamen Rider,,1.0
13869,Men in Black The Series: Crashdown,PS,2001.0,Shooter,Infogrames,2001-11-01,Runecraft,5.9,6.2,1.0,0.03,0.02,0.0,0.0,0.06,Men In Black,,11.0
13870,Zero Divide,PS,1995.0,Fighting,Ocean,0000-01-00,Zoom,,10.0,1.0,0.03,0.02,0.0,0.0,0.06,Zero Divide,,1.0
13871,FIFA Street,GC,2005.0,Sports,Electronic Arts,0000-01-00,,,,,0.04,0.01,0.0,0.0,0.06,,,1.0
13873,Tsugunai: Atonement,PS2,2001.0,Role-Playing,Sony Computer Entertainment,2001-11-01,Cattle Call,6.7,8.6,,0.02,0.01,0.02,0.0,0.06,,,11.0
13874,Rugby World Cup 2015,PS4,2015.0,Sports,Ubisoft,2015-09-01,HB Studios Multimedia,2.5,2.1,,0.0,0.05,0.0,0.01,0.06,,,9.0
13875,Lost Kingdoms II,GC,2003.0,Role-Playing,Activision,2003-05-01,From Software,6.4,7.45,5.0,0.04,0.01,0.0,0.0,0.06,Les Royaumes Perdus,,5.0
13876,Aggressive Inline,GC,2002.0,Sports,Acclaim Entertainment,2002-07-01,"Z-Axis, Ltd.",8.8,8.0,,0.04,0.01,0.0,0.0,0.06,,,7.0
13877,Nights of Azure,PS4,2015.0,Action,Tecmo Koei,2016-04-01,Gust,7.1,7.45,7.0,0.03,0.02,0.0,0.01,0.06,,,4.0
13878,Dungeon Keeper 2,PC,1999.0,Action,Electronic Arts,1999-06-01,Bullfrog Productions,,8.55,32.0,0.0,0.05,0.0,0.01,0.06,Dungeon Keeper,,6.0
13879,Viewtiful Joe: Red Hot Rumble,GC,2005.0,Action,Capcom,2005-11-01,Clover Studio,6.2,6.9,,0.04,0.01,0.0,0.0,0.06,Viewtiful Joe,Nobilis,11.0
13881,The Lord of the Rings: The Battle for Middle-Earth II,X360,2006.0,Strategy,Electronic Arts,2006-07-01,EA LA,6.95,7.6,21.0,0.0,0.05,0.0,0.01,0.06,Le Seigneur des Anneaux,Electronic Arts,7.0
13882,Kaite Shabette Hajimeyou! Monster Farm DS,DS,2007.0,Role-Playing,Tecmo Koei,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13883,Dungeon Explorer: Warriors of Ancient Arts,DS,2007.0,Role-Playing,Rising Star Games,2008-02-01,Amble,5.5,4.0,1.0,0.05,0.0,0.0,0.0,0.06,Dungeon Explorer,Hudson Soft,2.0
13884,Pro Yaky? Spirits 2012,PSV,2012.0,Sports,Konami Digital Entertainment,0000-01-00,,,8.0,1.0,0.0,0.0,0.06,0.0,0.06,Pro Baseball Spirits,,1.0
13885,Samurai Warriors 4: Empires,PS3,2015.0,Action,Tecmo Koei,2016-03-01,Omega Force,,7.0,1.0,0.0,0.0,0.06,0.0,0.06,Samurai Warriors,,3.0
13886,Point Blank DS (US sales),DS,2006.0,Shooter,Atari,0000-01-00,Bandai Namco Games,6.0,6.3,4.0,0.05,0.0,0.0,0.0,0.06,,Atari,1.0
13887,FIFA Soccer 06,DS,2005.0,Sports,Electronic Arts,0000-01-00,,3.0,6.1,22.0,0.05,0.0,0.0,0.0,0.06,FIFA EA Sports,Electronic Arts,1.0
13888,SD Gundam G Generation Wars,Wii,2009.0,Strategy,Namco Bandai Games,0000-01-00,,,8.0,4.0,0.0,0.0,0.06,0.0,0.06,Mobile Suit Gundam,,1.0
13889,Broken Sword II: The Smoking Mirror,PS,1997.0,Adventure,Sony Computer Entertainment,0000-01-00,Revolution Software,,7.7,68.0,0.03,0.02,0.0,0.0,0.06,Les Chevaliers de Baphomet,,1.0
