,Name,Platform,Year,Genre,Publisher,Studio,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_licence,Mois,Date_Sortie,RM_Publisher,RM_Publisher_score,RM_Publisher_rate,RM_Publisher_reviews,RM_Studio,RM_Studio_score,RM_Studio_rate,RM_Studio_reviews,RM_Licence,RM_Licence_score,RM_Licence_rate,RM_Licence_reviews,is_serie,is_top_serie,is_top_studio,is_e3,is_launch_plateform_associated
12862,Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,Ubisoft,0.0,0.04,0.0,0.01,0.05,Tom Clancy,9,2010-09-01,0.27,7.77,7.67,53.0,0.36,5.93,6.05,35.5,0.36,5.93,6.05,35.5,1,0,1,0,0
12863,Zapper: One Wicked Cricket!,XB,2002,Platform,Infogrames,Zapper: One Wicked Cricket!,0.04,0.01,0.0,0.0,0.05,Zapper: One Wicked Cricket!,1,2002-01-01,0.13,,,,0.13,,,,0.13,,,,0,0,0,0,0
12864,Jirou Akagawa: Majotachi no Nemuri,SNES,1995,Adventure,Pack-In-Video,Akagawa Jir��,0.0,0.0,0.05,0.0,0.05,Akagawa Jir��,1,1995-01-01,0.06,9.0,8.9,197.0,0.06,9.0,8.9,197.0,0.06,9.0,8.9,197.0,0,0,0,0,0
12865,Arcana Heart 3,X360,2011,Fighting,PQube,Examu,0.0,0.03,0.02,0.0,0.05,Arcana Heart,1,2011-01-01,0.41,8.57,8.08,76.0,0.16,6.35,8.0,76.0,0.16,6.35,8.0,76.0,1,0,0,0,0
12866,Bust-A-Bloc,PS2,2002,Puzzle,Midas Interactive Entertainment,Taito Corporation,0.0,0.0,0.05,0.0,0.05,Bust-A-Bloc,1,2002-01-01,0.3,6.23,6.62,6.5,0.05,6.23,6.62,6.5,0.05,6.23,6.62,6.5,0,0,0,0,0
12867,Sitting Ducks,PS2,2003,Platform,LSP Games,Asobo Studio,0.03,0.02,0.0,0.01,0.05,Sitting Ducks,1,2003-01-01,0.03,7.05,7.0,5.0,5.12,9.03,7.62,86.0,5.12,9.03,7.62,86.0,0,0,0,0,0
12868,Puyo Puyo 7,Wii,2009,Puzzle,Sega,Puyo Puyo,0.0,0.0,0.05,0.0,0.05,Puyo Puyo,1,2009-01-01,0.11,7.0,7.0,1.0,0.11,7.0,7.0,1.0,0.02,7.0,7.0,1.0,1,0,0,0,0
12869,Animal Planet: Vet Collection,DS,2010,Simulation,Activision,Activision,0.05,0.0,0.0,0.0,0.05,Animal Planet,7,2010-07-01,0.08,,,,0.09,,,,0.11,,,,0,0,0,0,0
12870,Imagine Animal Doctor Care Center,DS,2010,Simulation,Ubisoft,Ubisoft,0.05,0.0,0.0,0.0,0.05,Imagine Animal Doctor Care Center,5,2010-05-01,0.25,6.35,7.2,91.0,0.03,6.35,7.2,91.0,0.03,6.35,7.2,91.0,0,0,1,0,0
12871,Rugby 15,X360,2015,Sports,Bigben Interactive,Bigben Interactive,0.0,0.05,0.0,0.0,0.05,Rugby 15,11,2015-11-01,0.06,3.5,10.0,1.0,0.02,3.5,10.0,1.0,0.02,3.5,10.0,1.0,0,0,0,0,0
12872,NFL Blitz Pro,XB,2003,Sports,Midway Games,Midway,0.04,0.01,0.0,0.0,0.05,NFL Blitz,11,2003-11-01,0.19,6.97,8.82,1.0,0.43,7.4,4.6,1.0,0.14,7.2,8.4,1.0,1,0,0,0,0
12873,Major League Baseball 2K11,PSP,2011,Sports,Take-Two Interactive,Visual Concepts,0.05,0.0,0.0,0.0,0.05,Major League Baseball 2K,3,2011-03-01,0.11,5.5,6.5,1.0,0.16,5.5,8.0,7.0,0.16,5.5,8.0,7.0,0,0,1,0,0
12874,Uta no Prince-Sama: Music 3,PSV,2016,Action,Broccoli,Broccoli,0.0,0.0,0.05,0.0,0.05,Uta no Prince sama,1,2016-01-01,0.08,,,,0.08,,,,0.09,,,,0,0,0,0,0
12875,Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013,Misc,Namco Bandai Games,Pretty Cure,0.0,0.0,0.05,0.0,0.05,Pretty Cure,1,2013-01-01,0.06,,,,0.06,,,,0.13,,,,0,0,0,0,0
12876,Mountain Bike Adrenaline,PS2,2007,Sports,Unknown,Fresh 3D,0.03,0.02,0.0,0.01,0.05,Salomon,10,2007-10-01,0.19,7.8,7.7,,0.19,7.8,7.7,,0.19,7.8,7.7,,0,0,0,0,0
12877,New Prince of Tennis: Go to the Top,3DS,2015,Action,FuRyu,The Prince of Tennis,0.0,0.0,0.05,0.0,0.05,The Prince of Tennis,1,2015-01-01,0.07,,,,0.07,,,,0.02,,,,0,0,0,0,0
12878,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013,Action,Namco Bandai Games,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,0.0,0.0,0.05,0.0,0.05,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,1,2013-01-01,0.06,,,,0.06,,,,0.06,,,,0,0,0,0,0
12879,Nobunaga's Ambition: Sphere of Influence,PSV,2014,Strategy,Tecmo Koei,"""Nobunaga's Ambition """,0.0,0.0,0.05,0.0,0.05,"""Nobunaga's Ambition """,1,2014-01-01,0.03,7.0,7.0,0.0,0.03,7.0,7.0,0.0,0.04,7.0,7.0,0.0,1,0,0,0,1
12880,Hi-Octane: The Track Fights Back!,PS,1995,Racing,Electronic Arts,Bullfrog Productions,0.03,0.02,0.0,0.0,0.05,Hi-Octane: The Track Fights Back!,1,1995-01-01,0.07,6.0,8.6,9.0,0.57,6.0,7.4,33.0,0.57,6.0,7.4,33.0,0,0,0,0,0
12881,Venetica,PC,2009,Role-Playing,DTP Entertainment,Deck 13,0.0,0.04,0.0,0.01,0.05,Venetica,1,2009-01-01,0.01,4.75,5.5,0.5,0.01,4.75,5.5,0.5,0.01,4.75,5.5,0.5,0,0,0,0,0
12882,Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,Graffiti,Studio Archcraft,0.05,0.0,0.0,0.0,0.05,Black Sigil: Blade of the Exiled,6,2009-06-01,0.04,7.0,7.0,1.0,0.04,7.0,7.0,1.0,0.04,7.0,7.0,1.0,0,0,0,1,0
12883,Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,Activision,Shaba Games,0.04,0.01,0.0,0.0,0.05,Wakeboarding Unleashed Featuring Shaun Murray,6,2003-06-01,0.23,5.55,6.65,12.0,1.67,8.25,7.65,44.0,1.67,8.25,7.65,44.0,0,0,0,0,0
12884,TrackMania Turbo: Build to Race,DS,2010,Racing,Ubisoft,Nadeo,0.03,0.02,0.0,0.01,0.05,TrackMania,1,2010-01-01,0.1,6.25,6.8,7.0,0.1,6.25,6.8,7.0,0.08,6.25,6.8,7.0,1,0,0,1,0
12885,ZombiU,PS4,2016,Action,Ubisoft,Ubisoft Montpellier,0.0,0.04,0.01,0.01,0.05,Zombi,11,2016-11-01,0.01,7.63,6.95,24.0,0.34,8.7,8.18,183.0,1.02,6.85,7.25,119.0,0,0,1,1,1
12886,Domino Rally,Wii,2007,Action,Nordcurrent,RED Entertainment,0.05,0.0,0.0,0.0,0.05,Domino Rally,8,2007-08-01,0.0,0.0,0.0,0.0,0.29,7.05,7.6,17.0,0.29,7.05,7.6,17.0,0,0,0,0,0
12887,Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993,Role-Playing,Epoch,Doraemon 2: Nobita no Toizurando Daibouken,0.0,0.0,0.05,0.0,0.05,Doraemon 2: Nobita no Toizurando Daibouken,1,1993-01-01,0.08,,,,0.08,,,,0.08,,,,0,0,0,0,0
12888,Samurai Champloo: Sidetracked,PS2,2006,Action,Namco Bandai Games,Grasshopper Manufacture,0.03,0.02,0.0,0.01,0.05,Samurai Champloo: Sidetracked,4,2006-04-01,0.14,6.8,8.7,,0.15,7.4,8.7,,0.15,7.4,8.7,,0,0,0,0,0
12889,Drill Dozer,GBA,2006,Platform,Unknown,Game Freak,0.04,0.01,0.0,0.0,0.05,Drill Dozer,2,2006-02-01,0.03,5.6,7.0,1.0,0.49,5.6,7.0,1.0,0.49,5.6,7.0,1.0,0,0,0,0,0
12890,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016,Action,Activision,PlatinumGames,0.01,0.03,0.0,0.01,0.05,Les Tortues Ninja,5,2016-05-01,0.43,8.2,7.0,290.0,0.35,5.45,6.55,37.0,0.13,5.45,6.55,1.0,0,0,0,0,0
12891,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,2007,Action,Takara Tomy,Hitman Reborn !,0.0,0.0,0.05,0.0,0.05,Hitman Reborn !,1,2007-01-01,0.08,,,,0.08,,,,0.08,,,,0,0,0,0,0
12892,Utawarerumono: Futari no Hakuoro,PSV,2016,Misc,Aqua Plus,Aquaplus,0.0,0.0,0.05,0.0,0.05,Utawarerumono,1,2016-01-01,0.05,7.3,7.3,4.0,0.06,7.3,7.3,4.0,0.06,7.3,7.3,4.0,0,0,0,0,0
12893,Chaos;Child,PSV,2015,Adventure,5pb,5pb,0.0,0.0,0.05,0.0,0.05,Chaos;Child,10,2015-10-01,0.01,8.9,7.9,19.5,0.21,8.9,7.9,19.5,0.21,8.9,7.9,19.5,0,0,0,0,0
12894,Fatal Fury: Wild Ambition,PS,1999,Fighting,SNK Playmore,SNK,0.03,0.02,0.0,0.0,0.05,Fatal Fury,1,1999-01-01,0.04,8.0,8.0,20.0,0.17,8.0,8.0,20.0,0.05,7.3,7.3,18.0,1,0,0,0,0
12895,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010,Action,Hudson Soft,Beyblade,0.0,0.0,0.05,0.0,0.05,Beyblade,1,2010-01-01,0.09,,,,0.09,,,,0.09,,,,0,0,0,0,0
12896,Dengeki Gakuen RPG: Cross of Venus,DS,2009,Role-Playing,ASCII Media Works,Dengeki Gakuen RPG: Cross of Venus,0.0,0.0,0.05,0.0,0.05,Dengeki Gakuen RPG: Cross of Venus,1,2009-01-01,0.04,,,,0.04,,,,0.04,,,,0,0,0,0,0
12897,Judge Dredd,PS,1997,Platform,Gremlin Interactive Ltd,Rebellion,0.03,0.02,0.0,0.0,0.05,Judge Dredd,1,1997-01-01,0.14,,,,0.14,,,,0.14,,,,0,0,0,0,0
12898,FIFA 17,PC,2016,Sports,Electronic Arts,EA Sports,0.0,0.05,0.0,0.0,0.05,FIFA EA Sports,9,2016-09-01,0.18,7.5,5.1,13.5,0.38,7.5,5.2,16.0,0.38,7.5,5.2,16.0,1,1,1,1,0
12899,Minna no Ennichi,3DS,2012,Action,Namco Bandai Games,Minna no Ennichi,0.0,0.0,0.05,0.0,0.05,Minna no Ennichi,1,2012-01-01,0.06,,,,0.06,,,,0.06,,,,0,0,0,0,0
12900,Winning Post 8,PS3,2014,Racing,Tecmo Koei,Winning Post,0.0,0.0,0.05,0.0,0.05,Winning Post,1,2014-01-01,0.06,,,,0.06,,,,0.05,,,,0,0,0,0,0
12901,King Arthur,XB,2004,Action,Konami Digital Entertainment,Krome Studios,0.04,0.01,0.0,0.0,0.05,King Arthur,11,2004-11-01,0.13,4.2,8.3,0.0,0.13,5.15,7.45,2.0,0.13,5.15,7.45,2.0,0,0,0,0,0
12902,DoDonPachi Resurrection,X360,2010,Shooter,Rising Star Games,Cave,0.0,0.05,0.0,0.01,0.05,Donpachi,11,2010-11-01,0.06,6.63,6.72,5.5,0.03,6.63,7.0,3.0,0.03,6.63,7.0,3.0,0,0,0,0,0
12903,Bass Rise,PS,1999,Sports,Namco Bandai Games,Bass Rise,0.03,0.02,0.0,0.0,0.05,Bass Rise,1,1999-01-01,0.17,,,,0.17,,,,0.17,,,,0,0,0,0,0
12904,UEFA Champions League 2006-2007,X360,2007,Sports,Electronic Arts,EA Canada,0.04,0.01,0.0,0.0,0.05,UEFA Champions League,3,2007-03-01,0.07,7.23,7.4,40.5,0.5,7.83,7.65,34.0,0.5,7.83,7.65,34.0,0,0,1,0,0
12905,Dynamite Headdy,GEN,1993,Platform,Sega,Treasure,0.0,0.0,0.05,0.0,0.05,Dynamite Headdy,1,1993-01-01,0.07,6.6,6.6,16.0,0.13,8.2,8.2,50.0,0.13,8.2,8.2,50.0,0,0,0,0,0
12906,Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,InXile Entertainment,0.03,0.01,0.0,0.01,0.05,Hunted: The Demon's Forge,6,2011-06-01,0.26,5.73,6.27,43.0,0.26,5.73,6.27,43.0,0.26,5.73,6.27,43.0,0,0,0,1,0
12907,Choujikuu Yousai Macross: Do You Remember Love,PS3,2012,Shooter,Namco Bandai Games,Choujikuu Yousai Macross: Do You Remember Love,0.0,0.0,0.05,0.0,0.05,Choujikuu Yousai Macross: Do You Remember Love,1,2012-01-01,0.06,6.5,6.5,2.0,0.06,6.5,6.5,2.0,0.06,6.5,6.5,2.0,0,0,0,0,0
12908,Arcania: Gothic 4,PS4,2015,Role-Playing,Nordic Games,Spellbound Entertainment AG,0.04,0.0,0.0,0.01,0.05,Gothic,1,2015-01-01,0.08,4.9,4.15,8.0,2.28,4.9,7.8,4.0,0.19,5.65,4.55,8.0,0,0,0,0,0
12909,Persona 2: Eternal Punishment,PSP,2012,Role-Playing,Atlus,Atlus,0.0,0.0,0.05,0.0,0.05,Persona 2: Eternal Punishment,1,2012-01-01,0.3,7.5,6.55,18.0,0.38,6.9,6.3,25.0,0.38,6.9,6.3,25.0,1,0,0,0,0
12910,Dragon's Lair 3D: Return to the Lair,XB,2002,Platform,Ubisoft,Dragonstone Software,0.04,0.01,0.0,0.0,0.05,"""Dragon's Lair """,1,2002-01-01,0.06,4.0,6.5,2.0,0.06,4.0,6.5,2.0,0.06,4.0,6.5,2.0,1,0,0,0,0
12911,Growlanser: Heritage of War (jp sales),PS2,2006,Role-Playing,Rising Star Games,Career Soft,0.0,0.0,0.05,0.0,0.05,Growlanser,1,2006-01-01,0.02,5.2,7.7,0.0,0.11,8.1,7.7,5.0,0.11,8.1,7.7,5.0,1,0,0,0,0
12912,The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,2K Marin,0.0,0.05,0.0,0.01,0.05,X-Com,8,2013-08-01,0.29,6.63,6.58,29.0,0.29,6.63,6.58,29.0,0.29,6.63,6.58,29.0,0,0,0,0,0
12913,Myst IV: Revelation,XB,2005,Adventure,Ubisoft,Ubisoft Montreal,0.04,0.01,0.0,0.0,0.05,Myst,3,2005-03-01,0.06,6.1,5.7,121.0,0.95,8.35,8.1,121.0,0.02,7.9,7.05,6.0,1,0,1,0,1
12914,Culdcept Revolt,3DS,2016,Strategy,Nintendo,Omiya Soft,0.0,0.0,0.05,0.0,0.05,Culdcept,10,2016-10-01,0.02,7.5,8.8,1.0,0.16,7.5,8.8,1.0,0.1,7.5,8.0,1.0,1,0,0,0,0
12915,Sushi Go-Round,Wii,2010,Simulation,Asylum Entertainment,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,Sushi Go-Round,3,2010-03-01,0.16,3.2,1.6,,0.05,3.2,1.6,,0.05,3.2,1.6,,0,0,0,0,0
12916,Pachinko Wars II,SNES,1993,Misc,Coconuts Japan,Pachinko Wars II,0.0,0.0,0.05,0.0,0.05,Pachinko Wars II,1,1993-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
12917,Myth Makers: Orbs of Doom,Wii,2007,Puzzle,Popcorn Arcade,Data Design Interactive,0.05,0.0,0.0,0.0,0.05,Myth Makers,10,2007-10-01,0.04,2.45,2.08,13.0,0.07,2.45,2.08,13.0,0.07,2.45,2.08,13.0,1,0,0,0,0
12918,Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,Krome Studios,0.05,0.0,0.0,0.01,0.05,Toy Soldiers,8,2015-08-01,0.04,6.3,6.57,15.5,0.08,5.0,6.5,3.0,0.07,6.2,6.55,1.0,0,0,0,0,0
12919,The Nightmare of Druaga: Fushigino Dungeon,PS2,2004,Role-Playing,Arika,Arika,0.03,0.02,0.0,0.01,0.05,The Nightmare of Druaga: Fushigino Dungeon,1,2004-01-01,0.02,6.7,6.7,,0.02,6.7,6.7,,0.02,6.7,6.7,,0,0,0,0,0
12920,Omega Labyrinth,PSV,2015,Role-Playing,D3Publisher,Matrix Software,0.0,0.0,0.05,0.0,0.05,Omega Labyrinth,1,2015-01-01,0.02,7.05,10.0,1.0,0.59,7.05,7.9,17.0,0.59,7.05,7.9,17.0,0,0,0,0,0
12921,Air Conflicts: Aces of World War II,PSP,2009,Simulation,Graffiti,Cowboy Rodeo,0.05,0.0,0.0,0.0,0.05,Air Conflicts,4,2009-04-01,0.04,7.0,7.0,1.0,0.04,7.0,7.0,1.0,0.04,7.0,7.0,1.0,0,0,0,0,0
12922,Cities in Motion,PC,2011,Simulation,Paradox Interactive,Colossal Order,0.0,0.04,0.0,0.01,0.05,Cities in Motion,3,2011-03-01,0.03,6.63,7.62,124.0,0.03,6.63,7.62,124.0,0.03,6.63,7.62,124.0,0,0,0,0,0
12923,Aliens in the Attic,DS,2009,Action,Playlogic Game Factory,Engine Software,0.05,0.0,0.0,0.0,0.05,Aliens in the Attic,8,2009-08-01,0.08,5.9,5.9,,0.07,5.9,5.9,,0.07,5.9,5.9,,0,0,0,0,0
12924,Virtua Striker 2002,GC,2002,Sports,Sega,Amusement Vision,0.01,0.0,0.03,0.0,0.05,Virtua Striker,5,2002-05-01,1.81,8.8,8.07,33.0,2.85,6.75,8.65,52.0,0.32,4.0,6.3,27.0,1,0,0,0,0
12925,Kamen Rider: Dragon Knight,DS,2009,Fighting,D3Publisher,Natsume,0.05,0.0,0.0,0.0,0.05,Kamen Rider,11,2009-11-01,0.08,6.0,6.9,3.0,0.76,6.8,6.9,3.0,0.11,6.8,6.9,3.0,0,0,0,0,0
12926,Code Lyoko,DS,2007,Action,Game Factory,DC Studios,0.03,0.01,0.0,0.0,0.05,Code Lyoko,6,2007-06-01,0.06,3.7,4.8,1.0,2.65,3.7,4.95,1.0,2.65,3.7,4.95,1.0,0,0,0,0,0
12927,Taito Legends Power Up,PSP,2007,Action,Destineer,Empire Oxford,0.05,0.0,0.0,0.0,0.05,Taito Legends,5,2007-05-01,0.0,0.0,0.0,0.0,0.05,7.4,7.0,5.0,0.05,7.4,7.0,5.0,0,0,0,0,0
12928,Fate/Unlimited Codes Portable,PSP,2009,Fighting,Capcom,Cavia,0.0,0.0,0.05,0.0,0.05,Fate/stay night,1,2009-01-01,0.25,4.0,6.4,20.0,0.14,7.0,7.0,9.0,0.14,7.0,7.0,9.0,0,0,0,0,0
12929,Metal Slug Anthology,PSP,2007,Shooter,Ignition Entertainment,Terminal Reality,0.02,0.0,0.02,0.01,0.05,Metal Slug,2,2007-02-01,0.19,7.25,8.2,35.0,0.2,6.35,7.65,13.0,0.04,6.9,7.45,1.0,1,0,0,0,0
12930,Tenchu: Dark Secret,DS,2006,Action,From Software,From Software,0.03,0.0,0.01,0.0,0.05,Tenchu,8,2006-08-01,0.09,6.4,8.4,16.0,0.2,6.33,6.73,16.0,0.19,5.4,7.45,10.0,1,0,0,0,0
12931,Game no Kanzume Vol 2,SCD,1994,Misc,Sega,Game no Kanzume Vol 2,0.0,0.0,0.05,0.0,0.05,Game no Kanzume Vol 2,1,1994-01-01,0.06,7.4,7.4,9.0,0.06,7.4,7.4,9.0,0.06,7.4,7.4,9.0,0,0,0,0,0
12932,Disney's PK: Out of the Shadows,GC,2002,Platform,Ubisoft,Ubisoft,0.04,0.01,0.0,0.0,0.05,Donald Duck,12,2002-12-01,1.94,6.4,7.5,17.0,0.02,5.7,8.2,17.0,0.07,7.0,8.2,17.0,0,0,1,0,0
12933,Zoo Quest: Puzzle Fun!,DS,2008,Puzzle,JoWood Productions,Dreamcatcher,0.05,0.0,0.0,0.0,0.05,Zoo Keeper,12,2008-12-01,0.14,3.3,6.0,,0.03,3.3,2.8,,0.03,3.3,2.8,,0,0,0,0,0
12934,JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,2006,Action,Namco Bandai Games,Cobra Team,0.0,0.0,0.05,0.0,0.05,"""Jojo's Bizarre Adventure """,1,2006-01-01,0.06,6.0,6.9,9.0,0.06,6.0,6.9,9.0,0.06,6.0,6.9,9.0,0,0,0,0,0
12935,The Idolmaster 2,X360,2011,Simulation,Namco Bandai Games,The Idolmaster,0.0,0.0,0.05,0.0,0.05,The Idolmaster,1,2011-01-01,0.06,8.0,7.0,3.0,0.06,8.0,7.0,3.0,0.16,8.0,7.0,3.0,0,0,0,0,0
12936,PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,D3Publisher,Now Production,0.04,0.0,0.0,0.0,0.05,Kurushi (I.Q),6,2006-06-01,0.08,6.9,7.55,2.0,0.03,7.0,8.0,0.0,0.34,7.0,6.0,2.0,0,0,0,0,0
12937,Mr Bean's Wacky World of Wii,Wii,2009,Adventure,Blast! Entertainment Ltd,Blast! Entertainment Ltd,0.0,0.05,0.0,0.0,0.05,Mr Bean's Wacky World of Wii,1,2009-01-01,0.17,5.5,6.45,5.0,0.17,5.5,6.45,5.0,0.17,5.5,6.45,5.0,0,0,0,0,0
12938,Powerdrome,PS2,2004,Racing,Evolved Games,Argonaut Games,0.03,0.02,0.0,0.01,0.05,Powerdrome,9,2004-09-01,0.01,3.9,5.0,1.0,0.17,3.5,5.32,14.0,0.17,3.5,5.32,14.0,0,0,0,0,0
12939,Dreamer Series: Puppy Trainer,DS,2008,Simulation,DreamCatcher Interactive,Dreamcatcher,0.05,0.0,0.0,0.0,0.05,Dreamer Series: Puppy Trainer,3,2008-03-01,0.04,6.9,7.5,17.0,0.03,3.3,2.8,17.0,0.03,3.3,2.8,17.0,0,0,0,0,0
12940,Pro Yakyuu Spirits 5 Kanzenban,PS2,2008,Sports,Konami Digital Entertainment,Pro Yakyuu Spirits 5 Kanzenban,0.0,0.0,0.05,0.0,0.05,Pro Yakyuu Spirits 5 Kanzenban,1,2008-01-01,0.08,,,,0.08,,,,0.08,,,,0,0,0,0,0
12941,Tsumiki: Block Drop Mania,DS,2007,Action,Nobilis,RED Entertainment,0.05,0.0,0.0,0.0,0.05,Tsumiki: Block Drop Mania,11,2007-11-01,0.01,5.0,7.6,17.0,0.29,7.05,7.6,17.0,0.29,7.05,7.6,17.0,0,0,0,0,0
12942,Shin Sangoku Musou 5 Special,PSP,2009,Action,Tecmo Koei,Dynasty Warriors,0.0,0.0,0.05,0.0,0.05,Dynasty Warriors,1,2009-01-01,0.08,5.13,7.67,9.5,0.08,5.13,7.67,9.5,0.06,5.13,7.67,9.5,0,0,0,0,0
12943,Pony Friends: Mini Breeds Edition,DS,2008,Simulation,Eidos Interactive,Tantalus Media,0.05,0.0,0.0,0.0,0.05,Pony Friends,1,2008-01-01,0.04,4.57,6.3,5.5,0.36,2.0,5.0,5.0,0.05,6.7,6.6,5.0,0,0,0,0,0
12944,Otogi 2: Immortal Warriors,XB,2003,Action,Sega,From Software,0.04,0.01,0.0,0.0,0.05,Otogi,10,2003-10-01,0.27,8.35,7.6,0.0,0.13,7.0,8.3,10.0,0.13,7.0,8.3,10.0,0,0,0,0,0
12945,Legend of Kay,PS2,2005,Action,JoWood Productions,Neon Studios,0.03,0.02,0.0,0.01,0.05,Legend of Kay,9,2005-09-01,0.02,5.9,8.1,8.0,0.09,5.9,6.0,4.0,0.09,5.9,6.0,4.0,0,0,0,0,0
12946,Piglet's Big Game,GC,2003,Platform,Gotham Games,Doki Denki,0.04,0.01,0.0,0.0,0.05,"""Winnie l'ourson """,3,2003-03-01,0.21,2.0,4.0,1.0,0.02,5.9,5.4,1.0,0.05,5.9,5.4,1.0,0,0,0,0,0
12947,Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,Team Ninja,0.0,0.0,0.05,0.0,0.05,Dead or Alive Xtreme 3: Fortune,3,2016-03-01,0.11,7.0,7.0,3.5,0.08,7.0,7.0,3.5,0.08,7.0,7.0,3.5,1,0,0,0,0
12948,Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,Prope,0.04,0.0,0.0,0.0,0.05,Go Series,10,2010-10-01,0.15,5.0,7.5,62.0,0.18,6.5,5.8,5.0,0.06,6.63,6.72,5.5,0,0,0,1,0
12949,Fallout: Brotherhood of Steel,XB,2004,Role-Playing,Avalon Interactive,Interplay,0.04,0.01,0.0,0.0,0.05,Fallout,1,2004-01-01,0.05,6.13,7.65,0.5,0.05,6.13,7.65,0.5,0.05,6.13,7.65,0.5,1,0,0,0,0
12950,Strawberry Shortcake: Strawberryland Games,DS,2006,Action,Game Factory,Gorilla Systems,0.05,0.0,0.0,0.0,0.05,Strawberry Shortcake: Strawberryland Games,10,2006-10-01,0.02,,,,0.02,,,,0.02,,,,0,0,0,0,0
12951,Koi to Senkyo to Chocolate Portable,PSP,2012,Adventure,Kadokawa Shoten,Koi to Senkyo to Chocolate Portable,0.0,0.0,0.05,0.0,0.05,Koi to Senkyo to Chocolate Portable,1,2012-01-01,0.09,,,,0.09,,,,0.09,,,,0,0,0,0,0
12952,IndyCar Series,XB,2003,Racing,Codemasters,Codemasters,0.04,0.01,0.0,0.0,0.05,IndyCar Series,6,2003-06-01,0.04,8.5,7.35,13.0,0.04,8.5,7.35,13.0,0.12,5.91,7.0,5.5,0,0,0,0,0
12953,Hysteria Hospital: Emergency Ward,Wii,2009,Action,Oxygen Interactive,Gameinvest,0.05,0.0,0.0,0.0,0.05,Hysteria Hospital: Emergency Ward,4,2009-04-01,0.08,6.5,5.0,,0.03,3.05,5.0,,0.03,3.05,5.0,,0,0,0,0,0
12954,Dokapon Journey,DS,2008,Role-Playing,Sting,Suzak,0.05,0.0,0.0,0.0,0.05,Dokapon Journey,4,2008-04-01,0.01,7.0,7.6,5.0,0.05,7.2,7.6,5.0,0.05,7.2,7.6,5.0,1,0,0,0,0
12955,Ultra Bust-A-Move,XB,2004,Puzzle,505 Games,Taito Corporation,0.04,0.01,0.0,0.0,0.05,Ultra Bust-A-Move,11,2004-11-01,0.18,7.1,6.9,2.0,0.1,7.1,7.35,6.0,0.1,7.1,7.35,6.0,0,0,0,0,0
12956,Rally Fusion: Race of Champions,XB,2002,Racing,Activision,Climax Group,0.04,0.01,0.0,0.0,0.05,Rally Fusion,11,2002-11-01,0.08,7.9,8.5,23.0,0.13,6.27,6.1,4.5,0.13,6.27,6.1,4.5,0,0,0,0,0
12957,Piglet's Big Game,GBA,2003,Platform,THQ,Doki Denki Studio,0.04,0.01,0.0,0.0,0.05,"""Winnie l'ourson """,1,2003-01-01,0.11,,,,0.28,,,,0.28,,,,0,0,0,0,0
12958,Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,Immersion Software & Graphics,0.05,0.0,0.0,0.0,0.05,Lucha Libre AAA: Heroes del Ring,10,2010-10-01,0.16,3.9,5.38,18.0,0.1,5.4,7.9,18.0,0.1,5.4,7.9,18.0,0,0,0,0,0
12959,Pony Friends,DS,2007,Simulation,Eidos Interactive,Tantalus,0.0,0.05,0.0,0.01,0.05,Pony Friends,5,2007-05-01,0.22,5.6,5.75,3.0,0.19,5.6,2.8,3.0,0.19,5.6,2.8,3.0,0,0,0,0,0
12960,Natural Doctrine,PS3,2014,Role-Playing,Nippon Ichi Software,Kadokawa Game Studio,0.03,0.01,0.01,0.01,0.05,Natural Doctrine,10,2014-10-01,0.1,5.9,6.35,3.0,0.1,5.9,6.35,3.0,0.1,5.9,6.35,3.0,0,0,0,1,1
12961,Pinball Hall of Fame: The Gottlieb Collection,GC,2005,Misc,Crave Entertainment,Farsight Studios,0.04,0.01,0.0,0.0,0.05,Pinball Hall of Fame: The Gottlieb Collection,3,2005-03-01,0.03,6.5,7.7,3.0,0.08,6.5,7.7,3.0,0.08,6.5,7.7,3.0,0,0,0,0,1
